point_id,latitude,longitude,elevation_m
P28777,24.785231,95.172903,349.35
P28778,28.109016,91.526346,1432.18
P28779,25.890439,92.658504,559.84
P28780,23.147042,91.971304,505.02
P28781,26.065113,91.254136,838.02
P28782,26.397127,94.019441,1056.34
P28783,25.014153,93.435315,827.07
P28784,27.090536,95.739874,1019.72
P28785,26.911081,94.117351,649.01
P28786,26.339495,95.217084,905.3
P28787,25.734262,92.728208,662.75
P28788,28.763616,96.103335,1443.39
P28789,25.339372,94.266268,790.04
P28790,26.603564,90.515062,1117.96
P28791,26.441181,95.101533,869.9
P28792,26.150991,91.709782,397.37
P28793,28.424409,92.406783,1183.54
P28794,25.691657,92.457903,405.89
P28795,22.355357,92.755622,326.28
P28796,22.735541,94.052446,458.7
P28797,26.442228,95.543327,1114.29
P28798,27.142483,94.856726,1076.56
P28799,26.67347,94.985181,1106.76
P28800,25.751573,92.362709,779.02
P28801,23.926083,93.737278,948.69
P28802,26.356774,94.925445,837.22
P28803,24.196544,93.377228,418.76
P28804,28.282154,95.931165,1510.39
P28805,23.21273,93.612677,869.99
P28806,25.741035,95.632881,451.91
P28807,26.427452,93.235643,849.85
P28808,24.273062,94.075954,1072.13
P28809,25.443505,94.203584,952.28
P28810,29.370329,94.131338,849.31
P28811,23.845163,93.339638,566.9
P28812,24.861591,92.114611,640.97
P28813,23.491914,92.275925,300.0
P28814,28.61916,93.72166,961.72
P28815,23.758966,94.375353,906.93
P28816,24.909516,92.331281,1163.01
P28817,23.36126,94.608046,863.47
P28818,25.048233,94.087404,1013.76
P28819,27.112931,96.127682,1422.62
P28820,26.50808,96.04671,1162.9
P28821,27.111602,96.1042,1097.82
P28822,26.192362,93.851723,492.57
P28823,22.0,92.406095,411.86
P28824,26.302169,91.758068,482.07
P28825,23.023804,93.996892,1061.68
P28826,23.986428,92.90767,470.49
P28827,28.936261,93.31264,1445.55
P28828,28.844213,90.091829,1161.95
P28829,25.034458,91.513944,527.82
P28830,22.745399,93.022006,300.0
P28831,26.809679,92.920172,655.86
P28832,28.691206,95.752595,1616.93
P28833,23.261075,92.741353,568.94
P28834,26.71669,93.890896,911.24
P28835,26.586531,94.536889,727.65
P28836,29.5,93.594479,1311.71
P28837,23.564489,92.205293,321.95
P28838,25.143529,92.467497,557.54
P28839,25.515047,94.908359,544.11
P28840,23.590121,93.96829,711.29
P28841,27.665687,95.787671,1243.36
P28842,26.879024,94.78864,1475.82
P28843,23.801042,92.752435,466.92
P28844,26.819149,94.04837,696.45
P28845,26.923062,93.912305,546.88
P28846,23.839991,93.976928,1333.58
P28847,25.780134,92.261668,1023.02
P28848,24.432762,92.355718,481.55
P28849,25.999504,92.278627,769.27
P28850,25.951885,94.047596,795.61
P28851,26.047728,92.703368,823.47
P28852,25.460575,91.699108,300.0
P28853,24.939594,94.9381,712.55
P28854,24.784516,94.47165,543.14
P28855,25.584378,94.020757,806.77
P28856,23.741211,93.918052,1092.56
P28857,26.888689,91.934382,1100.14
P28858,25.540514,96.396999,346.46
P28859,23.150452,92.84925,361.25
P28860,29.5,96.742997,1439.03
P28861,26.241656,93.005366,483.41
P28862,23.196851,93.99409,788.28
P28863,29.349698,93.421423,1319.45
P28864,24.744466,93.031876,625.63
P28865,24.067836,94.153922,883.74
P28866,29.5,92.252255,1434.56
P28867,25.050429,93.489495,693.72
P28868,23.084453,94.27977,665.49
P28869,22.682942,93.663881,530.95
P28870,26.167667,94.144894,839.05
P28871,24.178099,92.558861,692.77
P28872,25.329268,90.658509,544.68
P28873,25.521851,94.593307,535.14
P28874,26.233321,91.824113,684.34
P28875,25.205433,93.387624,935.27
P28876,25.494598,94.71578,1241.97
P28877,26.261124,95.785563,1385.12
P28878,27.106115,94.389815,1244.69
P28879,28.075349,88.015045,1039.78
P28880,29.5,92.5576,1058.75
P28881,25.764539,91.742561,1214.6
P28882,24.902642,95.884047,773.98
P28883,25.332563,91.593984,300.0
P28884,25.557772,94.452409,780.38
P28885,24.859972,93.668759,830.88
P28886,23.209858,93.669904,721.04
P28887,23.004241,95.277803,535.1
P28888,26.702324,93.982351,588.2
P28889,27.659197,97.30946,1223.98
P28890,24.726203,93.460353,1005.52
P28891,22.904968,92.826277,757.33
P28892,29.5,90.429547,1274.05
P28893,26.593568,94.100511,964.28
P28894,27.534762,91.120229,1093.05
P28895,23.449587,94.688488,840.43
P28896,27.556348,94.634914,1522.01
P28897,23.464379,94.662015,863.35
P28898,28.594817,96.520497,1506.38
P28899,23.230564,92.886818,300.0
P28900,26.520298,92.806696,468.15
P28901,27.368461,92.730907,899.92
P28902,26.980051,94.238371,948.67
P28903,28.696579,96.223122,1558.47
P28904,25.785187,93.217588,593.82
P28905,27.896192,94.35156,1028.61
P28906,29.5,91.662513,1549.58
P28907,24.868187,95.180582,604.98
P28908,27.867009,96.213222,658.64
P28909,22.758429,92.003915,749.58
P28910,25.224278,93.608896,1077.96
P28911,22.531528,93.491091,612.49
P28912,25.216436,93.411061,838.7
P28913,23.795088,93.052987,900.59
P28914,24.103574,92.089617,617.21
P28915,25.530821,91.173981,415.85
P28916,25.753329,92.981506,721.76
P28917,26.018409,92.177704,596.98
P28918,24.716095,92.00823,519.28
P28919,25.164656,90.953998,327.95
P28920,27.488374,95.344339,731.84
P28921,27.880067,94.8983,1677.12
P28922,25.927674,94.419549,1007.23
P28923,28.676735,91.680156,1163.6
P28924,25.560166,94.461681,543.49
P28925,28.090497,94.6159,1650.06
P28926,27.307341,94.071843,860.34
P28927,22.0,93.026798,342.58
P28928,25.956259,92.867589,765.85
P28929,27.9104,90.878542,1172.65
P28930,24.867591,93.955771,394.46
P28931,25.999926,91.352838,601.52
P28932,25.26541,91.826575,361.45
P28933,25.740588,93.601617,739.03
P28934,25.332593,91.8964,634.62
P28935,25.394382,93.638691,654.65
P28936,23.806027,94.960652,669.95
P28937,25.840001,94.138426,455.79
P28938,26.985919,91.996311,1286.05
P28939,24.932239,91.305136,755.14
P28940,23.7294,93.696177,820.43
P28941,26.796962,95.208388,1305.79
P28942,25.926855,92.014517,904.83
P28943,27.626614,88.903478,1485.52
P28944,27.531723,95.420426,974.96
P28945,22.746163,93.126538,483.94
P28946,24.054084,93.413233,1047.44
P28947,25.833629,92.670858,767.87
P28948,27.926778,95.545384,1651.51
P28949,27.261004,95.569365,1240.3
P28950,24.934045,92.050178,300.0
P28951,28.789272,94.367677,1237.31
P28952,29.358244,90.99606,1269.79
P28953,22.656395,93.602639,389.39
P28954,22.366646,92.6482,761.02
P28955,28.287953,93.860326,1129.0
P28956,27.283661,93.937085,718.44
P28957,25.437561,92.233114,300.0
P28958,25.821664,92.071216,1043.06
P28959,25.863251,91.923507,673.43
P28960,25.57076,93.793821,669.68
P28961,23.950876,93.501934,461.01
P28962,28.809843,96.060599,1927.88
P28963,25.805437,94.900579,629.01
P28964,25.786107,91.170454,300.0
P28965,25.383123,94.186751,735.24
P28966,25.464102,93.315657,663.92
P28967,23.290679,93.957483,300.0
P28968,27.927605,97.5,1287.52
P28969,25.925877,92.555498,487.76
P28970,26.017373,94.572621,1050.62
P28971,25.123503,90.442463,481.14
P28972,24.111239,93.499308,682.6
P28973,24.794073,93.325215,917.79
P28974,26.652411,96.795351,1393.05
P28975,25.660636,93.975177,527.15
P28976,26.459401,94.77212,458.25
P28977,26.295702,93.846176,467.31
P28978,24.342676,94.489836,319.72
P28979,23.927925,93.740044,627.59
P28980,27.207062,92.753462,750.34
P28981,26.112215,93.768204,416.18
P28982,24.67317,95.764733,1031.53
P28983,24.675398,93.172973,807.92
P28984,24.019645,93.285327,887.5
P28985,23.600432,93.115909,843.29
P28986,26.961829,92.36596,1157.7
P28987,25.381474,93.00986,860.5
P28988,25.649262,92.272873,1213.67
P28989,25.712827,92.051653,300.0
P28990,22.588301,93.767541,890.31
P28991,24.81744,93.659695,691.73
P28992,27.521924,94.329664,1007.32
P28993,28.52001,91.87399,1115.13
P28994,23.723362,94.292586,328.65
P28995,22.122648,94.115029,531.84
P28996,25.045261,94.927595,1088.65
P28997,28.267715,95.765598,1307.59
P28998,28.136577,91.257346,1262.25
P28999,23.488651,92.874716,705.68
P29000,25.750961,92.857787,655.79
P29001,26.289005,91.91052,1217.7
P29002,24.674904,93.212156,466.53
P29003,28.648287,96.567017,1316.08
P29004,26.111522,93.473996,724.5
P29005,24.804411,93.778078,501.45
P29006,26.568851,92.986004,558.03
P29007,25.901019,94.329148,737.54
P29008,24.184193,92.806887,829.64
P29009,27.190256,92.336953,1001.87
P29010,24.588471,94.119987,1048.13
P29011,25.783959,95.645915,710.78
P29012,23.202846,92.844027,419.75
P29013,25.025963,92.726567,816.49
P29014,25.434337,93.412244,510.9
P29015,23.968502,93.970034,329.03
P29016,26.421443,95.177918,1251.3
P29017,26.370893,93.47705,300.0
P29018,23.095257,93.440856,581.38
P29019,25.979782,92.78756,802.0
P29020,27.301196,91.939795,926.75
P29021,26.789093,96.498818,1223.2
P29022,27.187922,96.19511,1387.16
P29023,24.339267,94.458773,552.18
P29024,24.839178,92.634133,1246.86
P29025,24.454015,94.226945,431.14
P29026,29.028377,94.153365,1263.07
P29027,29.228515,91.979574,1244.97
P29028,26.385478,94.165756,617.97
P29029,26.181537,92.475274,582.7
P29030,27.415749,92.246521,927.22
P29031,25.408571,91.626837,1013.83
P29032,24.960021,94.07479,871.5
P29033,24.248336,93.284667,745.33
P29034,24.800771,92.08464,856.55
P29035,24.873889,95.121881,890.97
P29036,28.035221,94.791031,995.74
P29037,26.931026,92.433719,1094.39
P29038,25.063488,94.362422,300.0
P29039,27.390109,92.107055,664.55
P29040,27.937434,97.5,1649.14
P29041,25.362214,93.500775,1032.82
P29042,25.251718,92.545986,522.37
P29043,22.955834,94.050367,322.09
P29044,25.954172,94.547321,621.26
P29045,28.16199,94.87614,1390.51
P29046,26.344856,93.800942,1104.09
P29047,25.495143,94.369746,731.67
P29048,28.385698,93.329694,1333.93
P29049,25.34571,93.205921,886.81
P29050,24.810513,93.98588,762.96
P29051,29.327713,95.39286,1426.12
P29052,28.54635,90.878571,961.95
P29053,23.322847,93.599583,774.6
P29054,23.313182,94.379118,935.12
P29055,25.817044,92.737933,356.81
P29056,25.601703,90.719588,488.65
P29057,25.948742,94.129224,839.44
P29058,28.133042,90.49753,793.39
P29059,24.487649,93.42332,590.31
P29060,24.267389,92.622189,776.33
P29061,26.98679,93.959135,989.64
P29062,22.63311,93.315925,371.37
P29063,26.701381,93.448935,1243.93
P29064,26.101602,93.052093,691.42
P29065,24.898293,94.09442,664.64
P29066,25.349801,93.482646,441.66
P29067,27.330382,91.45371,707.45
P29068,23.399144,92.684143,885.16
P29069,27.92944,97.325543,1275.05
P29070,26.673112,92.452405,1066.72
P29071,25.843795,95.038607,401.94
P29072,26.224667,94.269214,477.29
P29073,26.974772,93.599174,914.65
P29074,28.822016,90.794397,1315.03
P29075,25.687096,90.782951,750.1
P29076,27.194217,90.544346,1521.59
P29077,27.930685,94.56642,1188.46
P29078,27.751151,90.862015,1053.22
P29079,27.406861,92.98279,1207.99
P29080,28.114124,89.010542,1266.43
P29081,26.531538,92.449173,831.39
P29082,22.940574,93.58936,875.03
P29083,24.53674,94.786887,916.2
P29084,27.345059,91.507401,1235.31
P29085,26.355863,93.258583,625.69
P29086,27.292182,95.168956,978.74
P29087,27.593779,93.744757,1279.1
P29088,23.047908,91.781656,500.15
P29089,22.837528,92.953017,690.73
P29090,23.616502,93.549891,971.93
P29091,25.733093,93.322836,1007.61
P29092,24.054654,93.810168,888.57
P29093,24.532459,91.640613,320.93
P29094,25.05497,94.16336,788.76
P29095,23.450828,93.260366,725.29
P29096,24.504825,94.645999,885.14
P29097,26.22435,94.694258,755.14
P29098,25.26193,91.653008,300.0
P29099,25.966601,93.404759,904.45
P29100,24.372477,93.443864,707.33
P29101,24.191792,93.32208,731.96
P29102,26.679998,94.033591,1036.04
P29103,25.019015,93.833666,1045.53
P29104,26.127366,92.08928,364.89
P29105,28.064856,93.767433,1117.11
P29106,24.567454,94.926037,887.29
P29107,25.800675,94.473342,691.4
P29108,26.748981,90.418977,474.65
P29109,26.731138,95.853485,1294.35
P29110,25.114032,94.414507,393.6
P29111,28.228675,93.681996,1512.71
P29112,25.354351,93.539663,806.19
P29113,27.111866,94.407951,1553.11
P29114,22.967593,92.672358,864.82
P29115,27.528477,95.111061,877.2
P29116,24.005789,94.497863,300.0
P29117,25.399885,94.842576,716.88
P29118,27.054055,94.986594,1113.11
P29119,27.2216,90.35812,548.73
P29120,25.953898,92.956668,1162.49
P29121,22.534084,91.871796,802.25
P29122,24.627467,94.078265,1062.3
P29123,26.750716,92.288651,1001.16
P29124,28.524546,96.317191,1262.28
P29125,25.617792,92.221969,300.0
P29126,26.505949,93.020583,954.36
P29127,25.696689,88.788662,1413.38
P29128,24.380758,93.948595,507.6
P29129,26.075816,95.091757,497.25
P29130,25.629396,91.824365,300.0
P29131,25.017032,93.516274,760.33
P29132,25.855543,95.402029,731.75
P29133,23.388139,94.526888,300.0
P29134,26.431477,95.314242,670.24
P29135,28.425152,94.31948,1510.56
P29136,27.871105,96.367947,842.8
P29137,24.777701,94.976364,855.74
P29138,25.032823,94.145387,657.11
P29139,25.544524,94.682968,627.27
P29140,27.183636,94.159386,1347.35
P29141,23.396888,93.300316,652.59
P29142,24.670937,91.449567,709.79
P29143,25.368724,95.279832,878.34
P29144,26.533812,93.550353,602.08
P29145,28.243589,93.016494,1419.65
P29146,24.742669,96.262167,940.42
P29147,25.102884,94.405608,593.34
P29148,27.538714,95.3085,1192.09
P29149,24.766541,94.909011,483.77
P29150,26.985881,95.360035,1186.21
P29151,26.446919,90.212264,300.0
P29152,24.530154,93.258218,794.54
P29153,27.655788,91.801439,1204.1
P29154,26.170523,92.011961,957.15
P29155,27.508465,94.218649,1025.82
P29156,27.401515,92.003462,1262.4
P29157,23.966516,92.666671,750.65
P29158,25.435629,92.592555,696.67
P29159,27.02721,92.912921,1544.99
P29160,24.413093,93.641519,431.18
P29161,27.716528,89.07813,1000.97
P29162,24.507866,93.516941,1202.6
P29163,28.929378,92.174665,1397.75
P29164,25.805534,95.024453,732.66
P29165,27.364439,92.129363,1414.54
P29166,24.448842,92.8471,698.85
P29167,24.905915,93.649238,531.29
P29168,23.154725,94.643724,392.03
P29169,27.61959,92.463394,1818.59
P29170,22.924603,93.61276,391.24
P29171,24.386051,94.505692,851.43
P29172,22.853502,93.153147,905.56
P29173,26.847701,94.256727,1010.36
P29174,26.081785,94.049983,455.83
P29175,26.161646,94.506982,1042.32
P29176,25.217016,93.907434,1394.69
P29177,24.915276,92.751094,480.93
P29178,25.304079,91.795982,405.23
P29179,28.166241,91.882322,1166.65
P29180,25.415069,92.169265,300.0
P29181,26.947657,90.099597,1020.53
P29182,25.669864,94.814071,1127.43
P29183,23.132922,92.696512,891.24
P29184,27.857393,96.27484,1295.37
P29185,25.439907,93.686441,844.97
P29186,25.596927,96.631136,1125.84
P29187,26.918651,94.767367,605.98
P29188,26.280424,92.68978,662.85
P29189,22.470212,93.251317,300.0
P29190,25.543793,96.736615,1153.2
P29191,24.810064,94.258868,484.72
P29192,26.622001,94.229332,954.69
P29193,22.500667,92.576546,1039.31
P29194,24.463425,92.780837,696.59
P29195,23.35362,93.982595,418.26
P29196,25.077884,91.777248,407.22
P29197,25.926869,95.303807,894.55
P29198,25.697792,94.62887,881.3
P29199,26.94849,92.667182,1155.69
P29200,27.362717,92.42107,498.89
P29201,26.441138,92.739394,848.18
P29202,25.433183,91.388704,498.0
P29203,26.563513,93.304572,978.24
P29204,27.833722,91.83349,1223.1
P29205,24.815949,94.320578,300.0
P29206,25.822152,91.181939,532.97
P29207,23.802254,92.550282,781.69
P29208,25.487863,92.639909,845.02
P29209,25.981374,91.481016,926.4
P29210,24.965084,93.096557,437.01
P29211,23.42809,93.043285,504.23
P29212,24.642943,94.271963,545.08
P29213,27.004533,93.102132,1243.28
P29214,25.694119,94.748994,764.72
P29215,26.001744,92.953436,300.0
P29216,25.90799,94.468507,1078.75
P29217,26.20113,90.433121,564.0
P29218,25.681677,92.919738,300.0
P29219,26.191294,94.242529,300.0
P29220,25.904091,95.29267,735.95
P29221,25.696394,94.060279,818.3
P29222,27.782903,91.933897,853.22
P29223,25.245293,94.184166,987.66
P29224,26.232023,90.398787,776.95
P29225,23.915936,94.197982,887.81
P29226,27.173583,92.460403,1041.32
P29227,24.575618,96.526529,300.0
P29228,28.408892,96.334811,1363.35
P29229,25.724604,93.835879,679.16
P29230,24.828038,94.500569,628.22
P29231,25.81225,94.298064,752.9
P29232,28.388028,93.846399,1315.79
P29233,24.906325,91.849815,377.86
P29234,24.734124,93.789732,951.46
P29235,26.891592,90.406178,862.04
P29236,22.873514,92.441168,797.64
P29237,24.967567,95.716549,790.76
P29238,28.956605,89.478027,1319.8
P29239,26.045485,91.848394,931.28
P29240,28.558155,96.329898,1278.96
P29241,27.844832,93.356762,1002.99
P29242,29.5,91.752767,1171.5
P29243,25.378506,91.962548,618.77
P29244,27.105252,91.732648,1383.98
P29245,27.53173,93.333887,1023.62
P29246,26.492152,93.514236,520.57
P29247,24.14229,91.943474,300.0
P29248,26.563424,95.940341,535.79
P29249,27.067141,90.553796,1393.05
P29250,26.283829,94.465089,1009.74
P29251,23.222258,91.967654,618.08
P29252,27.73967,93.297469,993.37
P29253,29.168953,89.625811,1236.51
P29254,26.625425,95.916095,896.61
P29255,25.242314,90.071099,300.0
P29256,26.865792,89.935033,972.34
P29257,24.033576,94.658819,603.2
P29258,24.602866,92.027208,982.16
P29259,26.446402,93.422698,820.12
P29260,24.075341,93.307907,757.67
P29261,27.370626,91.920384,845.63
P29262,23.070221,93.575219,497.4
P29263,24.928045,94.025078,899.63
P29264,28.445898,93.007052,1351.26
P29265,24.91992,93.721397,985.64
P29266,26.565506,94.076111,948.49
P29267,26.774453,91.645336,698.23
P29268,25.909183,94.857749,456.24
P29269,27.635569,92.924325,1066.86
P29270,26.345661,91.938562,403.42
P29271,25.558369,94.488376,810.59
P29272,25.463317,90.968828,630.52
P29273,26.76367,96.266331,1326.57
P29274,24.281629,93.705091,926.04
P29275,28.900751,93.252502,1182.55
P29276,28.338711,90.857215,875.95
P29277,28.360213,95.462013,1219.86
P29278,27.921036,95.99036,1515.84
P29279,25.33521,94.42529,701.61
P29280,24.983525,93.498139,300.0
P29281,26.682495,95.206464,988.25
P29282,27.169425,94.193863,918.76
P29283,23.238515,94.35059,667.23
P29284,24.527396,91.302735,300.0
P29285,25.589873,91.964766,648.99
P29286,25.851706,92.877812,555.96
P29287,24.374161,94.729209,705.11
P29288,25.606597,93.935237,666.08
P29289,22.0,94.297879,827.77
P29290,26.558344,94.556336,949.58
P29291,25.43118,94.600545,833.07
P29292,26.342239,97.5,947.01
P29293,24.882171,95.22102,751.34
P29294,26.175081,91.271964,705.83
P29295,22.0,92.698472,745.98
P29296,25.137723,94.448425,750.42
P29297,25.27509,94.168683,871.18
P29298,23.348675,93.130157,992.29
P29299,29.17044,94.536175,1296.79
P29300,24.350964,93.951921,1049.32
P29301,26.477142,94.150422,924.97
P29302,26.185354,96.034794,888.46
P29303,25.661343,93.342458,990.23
P29304,27.488799,93.966565,1150.73
P29305,24.901221,92.907231,610.56
P29306,25.173333,91.37265,579.08
P29307,26.012146,91.539161,679.61
P29308,23.125581,94.534024,313.32
P29309,23.601677,94.057728,566.13
P29310,27.518119,92.83811,1079.78
P29311,24.054115,93.547566,817.29
P29312,24.497837,94.052007,767.79
P29313,26.808511,93.592509,948.29
P29314,25.310993,92.828466,398.62
P29315,25.916148,94.700355,1187.64
P29316,26.213796,93.565629,946.33
P29317,25.424595,90.258756,300.0
P29318,25.13469,95.316602,713.55
P29319,28.441709,92.807266,936.22
P29320,28.289853,94.463739,1081.48
P29321,27.098973,93.661479,627.28
P29322,24.325255,94.042766,1022.58
P29323,25.439599,94.402454,715.34
P29324,25.433616,89.999017,845.33
P29325,28.883461,96.010627,1314.34
P29326,26.99367,95.719325,901.17
P29327,26.173827,93.775003,729.73
P29328,23.349833,94.490915,660.92
P29329,26.230738,92.776309,1143.86
P29330,26.075848,92.688648,859.2
P29331,26.145659,91.575717,448.77
P29332,25.766576,92.931385,883.22
P29333,23.145016,93.158605,696.91
P29334,26.00266,91.768928,630.47
P29335,22.664109,94.058974,434.48
P29336,26.778249,95.323318,554.31
P29337,28.600555,94.967365,1287.66
P29338,24.535574,95.311127,748.3
P29339,26.853796,89.000421,834.09
P29340,24.965096,91.685198,652.0
P29341,25.833425,92.873937,509.75
P29342,22.894377,92.337584,937.33
P29343,27.454726,89.05307,936.17
P29344,25.13006,91.239191,570.03
P29345,27.530507,95.17355,1285.11
P29346,27.762738,95.095786,1312.89
P29347,25.62753,91.334803,589.79
P29348,27.382141,94.669439,1133.04
P29349,27.390524,93.859977,1102.28
P29350,29.5,95.095366,1475.56
P29351,23.480119,92.449493,931.3
P29352,24.567667,92.579403,527.72
P29353,25.454459,92.6888,405.81
P29354,25.82,91.88093,300.0
P29355,24.119257,92.717923,414.58
P29356,25.128834,92.816047,703.57
P29357,29.272787,92.596036,1010.4
P29358,24.76389,93.716731,580.26
P29359,27.282124,95.350773,705.52
P29360,25.727226,92.663327,813.92
P29361,25.770525,94.479742,544.02
P29362,29.5,93.006461,1347.33
P29363,24.403274,92.584804,956.03
P29364,29.5,89.332635,1069.12
P29365,25.890274,94.516593,691.68
P29366,23.032948,93.673365,867.69
P29367,29.188556,92.435493,1482.18
P29368,25.302274,91.910868,300.0
P29369,27.318516,93.059867,1141.85
P29370,24.432795,94.412377,977.76
P29371,24.840711,93.484519,600.04
P29372,22.546453,92.739726,520.7
P29373,27.787678,94.796687,1474.23
P29374,23.775385,94.578385,524.62
P29375,25.957185,91.896427,300.0
P29376,23.924854,94.247961,911.66
P29377,25.93355,95.036399,587.21
P29378,25.917842,95.081069,1261.04
P29379,24.691488,92.132911,300.0
P29380,28.142064,92.357985,1224.61
P29381,27.035577,93.187366,1033.63
P29382,26.059258,93.331971,789.18
P29383,24.57413,94.209696,900.44
P29384,25.339982,91.75742,536.85
P29385,23.409975,93.073208,483.3
P29386,23.672462,93.103452,300.0
P29387,25.005578,94.701442,457.26
P29388,25.676683,91.301,870.93
P29389,27.28851,90.980067,1063.74
P29390,29.170873,89.681354,1234.46
P29391,27.353107,89.993171,1100.68
P29392,23.265708,94.339787,301.99
P29393,26.118422,93.869671,340.1
P29394,22.729545,93.974208,639.22
P29395,23.354274,94.521764,719.6
P29396,26.640537,91.591593,1571.17
P29397,26.002376,92.34648,1192.08
P29398,26.326836,93.508928,633.46
P29399,26.699302,93.906132,981.01
P29400,22.961196,94.162356,596.71
P29401,27.683255,96.091588,1201.72
P29402,29.182657,93.66305,1614.14
P29403,28.867198,93.121625,1236.26
P29404,26.009238,92.083188,875.95
P29405,29.5,93.68851,1562.65
P29406,26.970384,95.967882,822.83
P29407,25.186785,94.722571,887.97
P29408,25.763851,93.729821,845.53
P29409,27.366498,94.474494,1479.84
P29410,26.05984,92.580067,300.0
P29411,28.955902,92.857525,1220.49
P29412,25.440255,94.92764,300.0
P29413,27.374622,94.147539,701.43
P29414,27.189552,93.952373,1753.1
P29415,26.496697,92.155206,892.41
P29416,28.646246,95.893943,1406.96
P29417,28.32247,91.280907,1170.78
P29418,26.818795,93.877787,944.59
P29419,28.779043,89.40582,796.22
P29420,27.058822,92.938963,1394.27
P29421,28.800043,92.593613,1095.51
P29422,26.022244,95.527011,707.34
P29423,27.59961,91.453545,1186.2
P29424,25.976426,93.751369,739.29
P29425,25.82997,94.599057,381.08
P29426,24.309793,93.872819,526.87
P29427,23.937733,93.821091,685.09
P29428,24.821487,95.975316,662.72
P29429,25.54576,94.074854,875.79
P29430,25.465679,94.494763,658.81
P29431,27.771047,93.1956,1271.91
P29432,22.880363,93.329672,798.25
P29433,26.741973,90.8888,338.62
P29434,22.715934,93.634845,863.63
P29435,25.71313,94.487952,1045.92
P29436,24.378236,91.146679,542.81
P29437,28.914106,91.792681,1498.13
P29438,28.52591,94.883288,1314.19
P29439,27.745601,91.506804,1068.67
P29440,27.743119,93.62812,1028.59
P29441,26.227774,90.693938,778.23
P29442,24.47096,93.003423,791.54
P29443,27.202497,91.207098,507.64
P29444,22.923927,93.113593,374.13
P29445,28.465097,92.52526,1160.82
P29446,23.074789,92.959652,557.02
P29447,24.39096,93.354691,834.81
P29448,23.702794,93.147213,954.72
P29449,27.131239,94.6012,1096.1
P29450,23.548049,92.633247,572.29
P29451,25.48711,92.670669,571.49
P29452,27.558825,94.391682,974.43
P29453,25.687265,91.352706,728.92
P29454,25.414452,92.872674,300.0
P29455,28.036104,94.766296,929.21
P29456,24.242686,93.160882,1115.33
P29457,25.178298,94.220212,569.61
P29458,25.814919,95.77433,992.98
P29459,26.039262,91.376103,619.86
P29460,24.287295,94.821127,749.23
P29461,25.062693,93.582162,840.91
P29462,23.835843,93.081364,649.79
P29463,26.462137,95.478078,1139.99
P29464,25.399682,91.140475,377.67
P29465,26.200458,95.176148,948.43
P29466,26.083078,94.722496,676.11
P29467,25.886563,93.925096,837.1
P29468,24.711606,93.677577,728.21
P29469,28.352479,95.101656,1492.06
P29470,25.113557,94.156909,426.15
P29471,27.67211,93.742779,367.89
P29472,25.969575,90.627331,1221.74
P29473,25.603847,93.702602,451.02
P29474,28.174067,93.761652,1004.33
P29475,26.028775,94.216395,780.39
P29476,22.0,92.645553,580.96
P29477,26.559662,93.509677,1184.28
P29478,26.859971,93.827701,1019.93
P29479,23.747929,93.684044,656.04
P29480,25.058076,94.081181,956.6
P29481,24.026541,93.103994,833.25
P29482,25.153453,94.821211,845.46
P29483,26.246139,92.055509,718.83
P29484,22.240843,94.043496,684.29
P29485,28.012536,91.541612,1025.79
P29486,26.184632,96.095554,1556.26
P29487,25.906745,90.966543,694.47
P29488,27.718593,95.045061,1739.25
P29489,25.028282,96.716291,1039.43
P29490,25.613934,93.125077,971.23
P29491,28.695737,93.115992,1449.55
P29492,22.236703,92.411847,642.49
P29493,25.558355,93.804558,855.01
P29494,26.46695,95.534974,1260.42
P29495,26.162642,91.137398,378.34
P29496,25.139831,94.172068,751.98
P29497,24.044026,93.099183,771.25
P29498,27.498714,94.526443,1467.11
P29499,27.749024,93.432409,1309.24
P29500,24.047009,93.975582,1071.0
P29501,23.472841,94.082693,603.47
P29502,28.920346,91.772159,1097.38
P29503,24.192338,95.258249,669.74
P29504,28.263068,92.549257,1320.13
P29505,27.006986,94.777123,608.11
P29506,27.665511,93.927802,1185.87
P29507,26.052924,93.596588,452.47
P29508,25.068975,92.89584,859.04
P29509,26.001183,90.505038,668.68
P29510,26.290464,95.421838,1050.59
P29511,28.043819,93.458937,1143.83
P29512,27.135886,92.239484,970.31
P29513,29.5,94.542841,1515.81
P29514,23.903594,94.015071,568.64
P29515,24.526073,94.105845,997.5
P29516,23.678565,92.329641,407.47
P29517,26.737327,95.423354,1321.72
P29518,24.956417,92.138406,356.76
P29519,23.283457,95.523957,664.02
P29520,27.209939,93.750933,981.29
P29521,26.381879,91.579662,1350.98
P29522,27.771526,95.705739,1546.96
P29523,24.913285,91.042611,687.68
P29524,25.718821,93.99374,857.07
P29525,26.458282,95.435992,991.75
P29526,24.760924,93.479212,1104.83
P29527,24.83181,91.508391,300.0
P29528,25.687639,94.298049,802.62
P29529,24.403531,94.446517,863.37
P29530,26.86693,93.384078,1122.96
P29531,23.490958,94.033558,784.44
P29532,26.037648,93.331411,879.95
P29533,27.205392,91.727404,1002.35
P29534,26.715676,93.72836,629.7
P29535,25.873475,92.11575,496.76
P29536,27.388397,93.000983,894.91
P29537,27.585717,93.375859,1471.99
P29538,23.506968,91.978373,582.54
P29539,24.60687,94.612319,762.57
P29540,29.5,94.907284,1506.84
