rainfall_24h_mm,rainfall_7d_mm,slope_deg,landslide
11.34,65.76,26.99,0
14.39,156.79,19.05,0
25.27,279.56,32.09,1
86.89,247.53,39.55,1
14.81,78.81,15.21,0
53.07,264.84,26.54,1
45.07,212.14,26.84,0
39.53,197.35,48.26,1
76.24,181.89,18.89,1
42.01,194.35,13.35,0
44.42,512.26,28.19,1
62.97,93.97,33.55,0
25.97,118.55,25.33,0
37.21,135.47,50.04,1
47.59,64.75,18.85,0
71.27,420.03,25.68,1
33.65,94.22,9.03,0
36.72,94.77,12.89,1
52.19,93.97,15.27,0
34.15,126.08,20.72,1
20.66,178.09,10.03,0
62.89,181.01,31.84,1
42.18,108.76,14.45,0
27.61,180.12,55.0,1
14.36,133.35,14.77,0
6.0,243.69,24.2,0
54.12,133.74,22.51,1
20.24,95.18,12.21,0
8.75,200.83,20.77,0
18.2,77.26,20.62,0
47.42,88.25,37.21,1
20.07,136.8,28.78,0
48.12,208.49,31.59,1
23.85,62.46,36.77,1
37.03,241.14,31.87,1
39.51,75.25,26.41,1
60.55,142.93,15.19,0
61.89,180.54,25.48,1
37.97,288.6,13.48,1
16.62,275.88,21.68,1
81.9,214.23,20.09,1
27.15,118.42,20.83,0
2.6,97.42,10.09,0
46.15,375.77,2.63,1
47.51,274.42,17.98,1
28.04,176.74,41.45,1
9.39,144.2,24.0,1
7.43,134.97,39.83,1
29.75,59.59,13.54,0
15.17,27.02,17.46,0
71.1,174.65,55.0,1
28.82,83.03,14.05,1
26.06,161.85,31.25,1
119.96,249.77,31.22,1
3.22,43.34,29.36,0
36.78,174.19,31.47,1
6.23,148.3,13.93,0
87.71,227.45,18.49,1
8.57,88.76,3.3,0
48.91,204.89,49.13,1
43.97,205.9,31.37,1
6.09,161.26,15.28,0
49.18,149.66,13.63,0
23.76,293.56,41.83,1
56.16,294.74,14.63,1
22.46,145.93,15.25,0
49.32,124.91,11.88,1
34.02,103.92,34.61,1
49.21,213.14,39.52,1
55.43,104.1,20.16,1
31.19,201.96,39.65,1
27.25,71.07,28.0,0
54.38,165.85,11.42,1
24.06,187.31,47.23,1
31.71,103.65,11.8,1
99.28,301.18,21.01,1
37.08,130.33,20.19,0
61.91,179.82,18.15,1
21.08,46.58,5.94,0
48.8,91.72,55.0,1
32.37,59.56,6.56,0
27.84,208.7,48.81,1
5.54,96.03,13.34,0
15.35,228.82,16.16,0
125.12,144.33,46.25,1
33.7,185.58,29.68,1
37.28,62.65,9.24,0
69.78,136.26,9.11,1
45.49,155.74,27.3,1
27.69,116.35,11.67,0
27.92,167.69,30.45,1
14.24,94.07,32.18,0
51.77,154.49,14.24,1
53.11,111.64,16.69,1
37.62,205.93,27.8,1
33.02,159.4,13.85,1
53.45,204.34,24.02,1
13.93,129.49,55.0,1
47.3,233.21,28.54,1
102.98,183.78,18.31,1
21.61,144.05,55.0,1
30.57,530.83,35.97,1
85.17,136.94,11.85,1
37.67,257.9,13.3,0
65.36,441.71,7.12,1
49.33,208.89,27.52,1
52.33,66.3,5.16,0
20.59,74.21,55.0,1
20.04,160.8,19.62,1
59.41,175.96,37.18,1
10.26,286.49,18.59,1
31.68,313.05,27.25,1
53.5,164.62,21.18,1
30.45,146.76,23.63,1
33.28,117.48,43.53,1
67.62,222.72,54.99,1
92.2,156.21,52.69,1
158.52,266.88,55.0,1
86.88,154.13,14.81,1
25.61,160.68,28.75,0
17.66,229.92,15.02,0
25.91,69.46,42.56,1
54.14,158.05,12.22,1
28.09,278.89,43.94,1
21.28,315.06,25.81,1
99.82,184.5,21.88,1
27.37,96.78,23.36,0
51.15,61.0,10.85,1
50.19,275.88,11.46,1
5.72,223.08,26.08,0
95.77,221.78,25.98,1
13.13,413.14,15.44,1
9.25,125.75,19.49,0
24.91,254.66,30.11,1
17.88,105.72,13.81,0
85.72,186.91,6.53,1
44.95,185.32,50.09,1
23.03,90.83,27.12,1
8.88,203.26,17.17,0
48.85,177.63,14.99,1
29.42,60.24,13.72,1
53.76,286.65,42.47,1
45.16,109.12,9.66,0
18.41,86.73,28.7,0
58.72,159.52,28.69,1
11.69,169.31,34.96,0
28.42,174.16,18.18,1
31.58,309.0,47.79,1
35.03,176.38,35.53,1
11.0,51.71,17.81,0
82.83,140.93,14.56,1
18.37,56.5,21.21,0
6.85,44.48,17.45,0
46.22,139.57,13.09,0
123.96,347.23,23.96,1
5.68,134.01,19.57,0
68.24,229.52,53.99,1
36.96,229.43,17.44,0
11.42,244.0,14.47,0
31.37,104.66,23.07,1
104.5,319.03,26.63,1
88.95,287.1,27.8,1
178.26,269.13,27.64,1
60.64,130.8,23.53,1
24.28,131.76,22.55,0
67.39,340.22,32.28,1
20.14,250.42,12.34,1
33.48,123.81,14.54,0
20.27,238.57,8.05,0
60.46,237.31,12.47,1
56.71,215.12,40.2,1
21.82,282.06,31.53,1
78.34,222.9,55.0,1
95.63,219.15,50.49,1
24.47,50.95,31.68,0
49.53,241.06,25.05,1
99.62,165.86,23.33,1
46.4,105.62,4.92,1
28.47,154.58,21.85,1
34.55,92.87,16.15,0
24.22,175.98,12.83,1
80.02,216.51,28.9,0
73.39,202.73,20.33,1
19.71,127.21,24.16,0
23.0,211.0,11.64,1
9.4,161.53,36.37,0
54.43,205.01,17.39,1
13.47,84.17,28.05,0
135.3,249.0,18.28,1
17.89,87.82,4.24,0
5.23,117.86,29.56,0
12.98,90.13,21.12,0
45.35,156.31,7.66,1
34.16,147.89,10.73,0
17.55,128.51,36.96,1
32.85,223.29,7.93,0
22.23,186.38,17.11,0
53.48,102.21,55.0,1
13.96,117.74,29.98,1
40.68,169.86,34.17,1
41.98,117.01,19.31,0
34.99,171.63,7.19,1
48.97,129.83,25.49,0
32.57,150.82,11.23,1
60.0,125.12,10.52,1
34.97,145.55,23.84,1
82.43,248.99,11.76,1
40.52,220.35,22.28,1
78.91,198.56,14.84,1
22.6,361.06,21.84,0
15.5,160.05,16.44,0
59.69,242.58,22.19,1
35.46,273.28,48.23,1
3.34,79.25,34.6,0
19.36,184.98,20.77,1
45.51,181.26,44.08,1
33.14,202.18,28.27,0
18.62,224.58,42.43,0
35.24,103.11,8.56,0
39.76,370.38,11.85,1
6.89,129.75,25.32,0
77.43,175.18,20.47,1
89.57,109.93,22.22,1
19.27,248.26,30.87,1
121.18,319.18,25.47,1
33.38,139.34,36.44,1
21.21,53.29,35.89,0
20.66,146.6,12.21,1
115.86,160.81,4.36,1
14.23,230.17,11.7,0
40.4,144.33,11.21,0
44.13,108.2,23.2,1
59.97,198.75,23.02,1
38.0,188.72,19.75,1
110.33,271.46,28.89,1
124.32,191.13,55.0,1
93.88,298.88,19.49,1
47.38,152.82,25.93,0
68.84,94.16,22.22,0
28.12,141.15,15.55,0
79.4,191.55,31.03,1
22.27,133.2,18.93,0
16.52,156.94,13.55,0
16.1,307.35,14.2,1
54.45,169.5,37.16,1
101.43,225.02,30.6,1
106.88,191.72,16.62,1
3.68,118.56,28.62,0
71.79,234.95,22.37,1
15.53,180.89,26.18,0
156.95,405.05,15.3,1
11.21,41.55,11.44,0
7.05,199.53,18.86,0
72.81,249.32,12.74,1
26.75,67.53,12.15,1
25.48,270.58,8.91,0
19.01,66.19,4.39,0
21.91,187.65,16.8,0
75.03,101.03,41.0,1
16.05,79.75,35.51,0
32.38,200.97,52.19,1
14.54,187.19,11.81,1
39.24,147.55,32.15,1
25.13,283.33,20.72,1
51.15,217.53,14.21,1
56.08,264.04,38.45,1
102.59,213.89,20.84,1
150.26,207.77,6.52,1
20.75,77.84,35.3,0
60.77,157.43,27.52,1
24.77,90.43,23.96,0
54.91,117.59,10.32,0
53.24,88.81,25.59,0
52.04,152.7,48.3,1
64.12,99.05,27.09,0
41.16,140.52,8.03,0
26.84,55.2,28.26,0
39.59,133.14,27.25,1
142.89,305.96,33.62,1
22.8,86.89,26.82,0
28.6,170.1,12.17,0
19.39,155.41,23.22,0
5.62,82.13,19.06,0
34.71,68.33,24.83,1
57.61,321.21,39.22,1
16.7,209.83,14.82,0
92.07,168.19,55.0,1
50.02,327.55,28.16,1
75.51,263.1,35.41,1
46.63,216.07,32.81,1
32.26,78.8,27.52,0
27.35,197.43,30.41,1
45.19,266.85,1.41,0
48.24,172.44,32.78,1
24.21,167.02,12.79,1
31.62,195.28,21.57,0
124.93,361.0,27.41,1
40.14,190.74,40.19,0
43.28,203.9,12.79,1
105.21,243.83,17.06,1
48.71,330.93,18.48,1
36.4,162.64,25.01,0
74.03,234.0,19.16,1
62.81,307.03,30.49,1
44.09,133.83,6.71,1
46.93,358.53,20.58,1
29.3,113.36,50.89,1
13.58,78.29,19.19,0
56.54,219.3,28.22,1
8.94,90.28,36.83,0
14.14,289.07,27.7,1
31.29,398.68,55.0,1
28.85,95.18,23.54,0
60.92,123.1,31.34,1
72.3,132.53,25.6,1
136.74,162.01,45.37,1
7.56,87.39,17.56,0
51.85,268.07,55.0,1
50.33,217.92,15.04,1
45.86,151.29,53.54,1
56.53,212.91,11.86,1
65.16,114.29,31.9,1
94.04,219.93,22.37,1
46.88,186.88,36.41,1
113.56,248.47,28.61,1
47.13,125.29,35.33,1
25.75,101.97,11.59,0
44.06,220.77,7.6,0
18.04,188.32,10.39,0
18.87,45.32,10.22,0
33.4,59.44,11.5,0
29.78,381.24,15.67,1
92.28,234.97,15.59,1
33.07,168.23,22.68,1
15.81,83.9,13.38,0
38.16,135.67,14.05,0
46.79,129.19,19.88,0
41.29,258.45,39.16,1
15.11,226.54,17.38,0
99.09,243.19,21.82,1
6.67,137.81,23.9,0
40.82,199.94,12.37,0
14.65,144.68,18.41,1
77.0,253.81,14.75,1
52.01,309.16,37.14,1
46.78,161.98,35.48,1
31.13,100.03,13.84,0
93.3,225.28,21.57,1
31.06,115.88,31.36,0
120.31,161.36,26.87,1
18.39,75.37,28.51,1
38.36,275.25,12.42,1
63.92,191.53,52.48,1
54.61,151.62,15.49,0
36.1,175.48,15.22,0
7.69,96.7,9.57,1
42.92,283.95,20.39,0
28.17,377.41,41.44,1
22.98,115.1,26.72,1
66.58,178.42,21.33,1
6.04,156.44,34.07,0
37.12,89.88,40.88,0
1.78,31.09,35.44,0
54.91,280.73,6.1,1
67.07,162.71,34.23,1
42.47,132.95,29.14,1
26.05,182.49,13.65,1
92.38,161.06,29.21,1
96.62,185.84,41.48,1
48.58,102.01,15.9,1
106.48,140.18,36.82,1
18.36,106.71,27.05,0
34.38,102.61,2.22,0
3.18,65.66,22.25,0
13.7,136.9,26.45,0
12.58,200.58,18.85,0
54.67,244.63,27.62,1
14.61,200.2,20.88,0
21.49,96.53,55.0,0
23.87,139.77,18.07,1
11.26,97.27,13.9,0
40.06,115.7,35.81,1
45.71,124.41,19.46,0
8.67,67.71,21.54,0
60.79,201.14,20.48,1
17.24,236.31,34.72,1
23.55,108.25,11.44,0
52.31,131.32,36.78,1
23.73,52.42,30.48,0
13.9,183.22,55.0,1
38.3,62.16,25.29,0
77.62,204.28,11.99,1
71.19,142.1,25.45,1
21.88,124.43,27.26,0
16.14,147.08,43.45,0
19.25,145.55,11.97,0
71.72,275.93,8.04,1
18.97,43.79,25.75,0
102.97,293.44,55.0,1
51.83,186.06,32.98,1
35.02,251.27,34.05,1
21.58,143.03,9.4,1
38.7,82.67,23.36,1
13.82,125.08,43.9,1
8.96,175.4,27.44,0
52.19,235.72,7.65,1
34.9,148.5,23.1,1
62.37,167.74,31.71,1
44.62,177.51,1.34,0
21.28,221.89,21.65,0
71.13,160.78,12.95,1
23.47,174.43,36.41,1
85.26,381.68,17.63,1
22.86,427.34,28.93,1
10.54,210.49,22.74,0
95.85,199.27,17.23,1
22.2,74.92,55.0,1
23.54,169.92,16.06,0
11.0,271.14,23.86,1
32.71,146.44,22.7,1
12.41,225.51,25.38,0
92.08,295.73,55.0,1
26.55,147.77,31.73,1
16.42,209.86,17.13,0
37.26,94.08,49.16,1
148.0,254.71,34.81,1
38.56,194.73,17.33,1
29.59,149.08,45.09,1
36.58,97.35,9.33,0
64.61,258.16,11.13,1
60.53,215.59,7.28,1
43.63,177.36,5.04,0
73.17,311.53,43.34,1
38.17,233.99,25.57,1
31.58,49.79,7.78,0
37.54,172.59,22.35,1
22.97,155.59,37.46,1
65.57,163.32,14.32,0
22.06,47.01,18.85,0
4.78,77.93,55.0,1
8.91,29.38,19.9,0
46.94,400.09,8.26,1
19.07,138.87,16.49,0
61.54,222.56,7.4,1
35.15,95.26,33.19,0
65.23,92.54,13.05,1
5.34,98.79,12.78,0
21.91,107.28,55.0,1
15.94,155.19,10.32,0
167.35,263.43,9.06,1
25.1,421.47,11.52,1
8.77,227.23,38.11,1
46.29,318.73,30.77,1
14.71,134.96,16.35,0
70.02,207.71,15.43,1
78.25,336.77,29.45,1
16.08,107.52,26.13,0
19.56,175.81,20.68,0
43.16,139.25,31.38,1
71.46,232.83,11.01,1
46.91,95.01,13.19,0
25.13,107.87,32.31,0
10.6,150.04,27.37,1
109.26,258.58,4.71,1
47.74,230.79,23.28,1
124.97,179.74,55.0,1
52.8,189.02,35.3,1
114.18,152.73,16.66,1
18.03,117.54,13.95,0
19.23,141.89,28.12,0
30.63,142.4,43.26,1
16.78,308.9,6.58,1
7.37,130.71,26.96,0
21.02,189.38,18.66,0
52.27,191.99,25.56,1
11.9,130.5,8.61,0
13.23,174.56,43.25,0
22.18,154.57,49.74,1
15.13,140.79,33.5,0
23.26,128.46,55.0,1
32.46,123.88,18.09,1
12.71,96.27,26.59,0
22.62,148.43,33.78,1
34.78,155.31,28.33,0
17.39,271.56,19.53,1
10.6,54.97,20.82,0
18.54,323.46,47.27,1
26.31,82.14,22.59,1
6.95,124.71,41.9,1
52.84,203.07,21.9,0
27.48,91.98,41.76,1
18.63,73.56,24.04,0
8.21,118.08,32.21,0
48.07,218.91,15.07,1
78.79,276.13,26.56,1
21.77,71.23,15.21,0
117.73,224.82,17.82,1
33.53,67.5,18.72,0
34.49,100.04,20.6,0
63.6,292.16,39.11,1
49.91,195.2,17.4,0
11.83,81.15,25.0,0
21.08,237.56,41.83,1
71.31,147.34,31.83,1
50.64,166.82,6.68,0
118.45,147.25,8.44,1
45.13,114.63,28.63,0
51.89,189.41,16.87,1
18.49,152.19,7.63,0
77.96,169.27,16.11,1
3.12,112.42,29.24,0
39.19,217.4,18.59,1
53.01,157.11,23.61,1
42.95,193.38,19.61,0
33.75,115.76,14.73,0
30.87,146.09,26.26,0
34.83,61.97,7.05,0
13.66,99.59,13.57,1
42.79,166.0,35.22,1
18.67,129.91,8.64,0
21.78,103.73,22.92,0
12.24,72.58,17.71,0
191.69,317.35,16.69,1
40.59,149.55,37.1,0
9.9,151.76,41.16,0
37.49,111.91,11.51,0
77.36,240.05,20.71,1
42.44,96.53,5.7,0
33.06,74.15,35.94,0
17.35,247.03,22.23,0
42.49,98.92,8.22,0
59.01,185.33,13.99,1
59.47,156.66,10.83,1
39.57,272.35,13.48,1
39.48,205.79,6.13,0
86.22,128.24,47.0,1
80.13,351.54,11.8,1
29.51,229.14,22.89,1
111.72,201.7,29.09,1
10.08,63.78,41.2,1
40.9,172.4,23.36,1
44.01,179.84,19.43,1
16.47,47.23,23.93,0
8.03,134.1,11.46,0
16.8,207.3,12.09,0
67.48,189.57,19.16,0
68.86,179.44,4.54,0
56.76,159.46,14.93,1
18.96,87.72,17.05,0
69.46,281.74,55.0,1
20.13,113.26,44.14,1
42.78,174.21,29.03,1
34.67,81.45,36.44,0
25.44,133.68,12.02,0
54.78,209.38,24.31,1
62.68,154.48,33.96,1
17.98,111.42,12.09,0
36.26,151.32,8.46,0
60.4,211.48,27.31,1
1.51,127.05,9.15,0
47.04,373.94,30.55,1
61.29,291.12,40.81,1
48.6,129.69,12.35,1
50.3,256.08,12.98,1
32.75,63.1,40.15,1
58.36,155.24,23.43,1
11.5,51.12,37.22,0
16.88,177.66,19.59,0
49.67,141.49,20.48,0
58.5,110.01,23.08,1
77.7,257.64,53.25,1
100.81,157.29,35.63,0
19.19,189.38,14.62,0
13.43,147.3,25.33,0
66.4,168.78,18.77,1
24.53,218.08,16.69,1
33.79,97.7,30.07,1
61.78,95.87,26.69,0
40.84,94.96,12.44,0
57.07,381.62,23.11,1
17.64,86.94,16.37,0
44.41,133.08,29.0,1
43.73,302.42,15.93,1
76.77,165.52,20.55,1
88.64,252.01,16.97,1
24.09,299.3,6.86,0
14.95,163.44,51.8,1
59.47,172.82,22.96,1
7.24,190.5,52.79,0
62.42,85.26,23.57,1
65.84,153.87,33.11,1
22.52,254.52,15.24,1
2.09,71.97,15.48,0
70.73,85.56,22.22,1
92.86,218.05,52.53,1
88.62,253.11,12.73,1
90.58,185.93,5.68,1
10.67,176.39,39.64,0
37.09,171.49,34.25,1
43.52,512.77,17.57,1
38.79,224.0,55.0,1
57.49,191.97,55.0,1
14.08,41.29,6.51,0
7.02,80.7,15.01,0
4.77,62.07,22.13,1
71.77,326.53,28.56,1
10.55,62.99,26.18,0
38.6,132.97,22.91,0
21.65,165.44,11.49,1
22.5,104.96,30.58,0
30.26,121.42,31.56,1
23.33,157.81,38.11,0
7.04,76.89,10.44,0
30.28,155.09,20.09,0
17.98,197.82,17.05,0
17.19,94.13,10.31,0
110.97,166.81,19.9,1
8.94,294.85,11.88,0
29.14,317.37,9.18,1
41.16,151.56,34.49,1
111.05,233.62,17.51,1
12.71,134.64,14.56,0
85.51,172.94,43.26,1
30.1,138.78,32.08,0
30.99,58.6,5.22,1
55.11,99.5,28.66,0
94.71,186.22,28.59,1
23.18,100.59,19.4,0
43.47,92.61,18.96,0
39.15,147.59,7.46,0
37.73,206.3,55.0,1
61.98,131.91,19.85,1
19.11,39.3,27.79,0
25.93,160.44,20.51,0
7.26,100.29,14.71,0
52.03,236.91,35.97,1
36.41,78.15,24.89,0
93.12,147.16,19.95,1
12.44,102.09,27.62,0
120.4,182.56,21.64,1
58.4,275.95,54.76,1
56.61,100.17,35.3,1
21.2,108.89,30.19,0
28.1,350.17,8.11,1
24.42,65.49,30.78,0
81.95,197.03,30.35,1
6.05,100.2,12.01,0
31.48,177.84,7.98,0
33.6,171.31,34.5,1
23.71,156.21,36.9,0
15.56,207.74,15.53,0
2.88,192.22,15.09,0
31.89,108.67,24.64,0
51.94,126.82,17.47,0
36.45,200.66,7.85,0
15.58,140.94,11.93,1
33.87,173.41,27.22,1
93.88,210.01,12.37,1
19.85,103.7,37.93,0
40.58,199.94,30.07,1
44.94,112.71,27.84,1
9.65,335.69,24.35,1
27.05,335.33,14.3,1
27.31,395.33,32.39,1
35.35,165.67,14.04,1
80.08,170.95,39.09,1
12.01,258.76,50.12,1
83.51,201.25,24.81,1
54.77,239.51,46.53,1
122.62,306.61,12.03,1
4.18,73.22,30.26,0
167.91,325.09,22.58,1
9.23,188.55,34.83,1
16.62,125.85,5.46,0
16.76,60.8,33.69,1
52.91,302.94,15.16,1
28.96,350.88,23.23,1
19.02,141.33,55.0,0
107.97,204.22,30.83,1
3.35,41.84,28.59,0
69.83,196.21,27.3,1
32.99,119.88,41.34,1
18.73,57.1,35.49,1
20.78,214.51,27.47,1
26.64,188.74,25.58,0
16.96,96.72,24.62,0
62.28,349.41,21.86,1
24.84,137.15,10.32,0
56.08,179.77,30.46,1
21.07,123.84,16.1,0
40.04,249.12,20.34,1
40.03,198.75,36.82,0
35.08,62.47,22.16,0
85.32,202.7,21.17,1
91.21,274.22,24.85,1
59.98,98.42,18.82,0
73.89,255.79,55.0,1
57.67,218.51,55.0,1
23.38,84.33,55.0,1
30.91,131.5,27.35,1
4.22,52.66,15.48,0
14.56,95.05,37.36,0
9.29,108.87,18.91,0
18.58,187.88,39.17,1
42.47,231.49,15.03,0
22.66,156.22,28.47,0
64.4,161.28,42.22,1
15.11,193.73,19.54,1
54.21,178.17,19.5,1
13.88,156.35,8.56,1
81.23,275.67,15.32,1
15.08,187.54,27.05,1
48.59,190.49,29.38,1
19.05,177.68,31.8,1
100.63,180.1,6.38,1
97.81,170.47,18.96,1
47.39,366.83,9.27,1
46.7,116.79,26.28,1
61.08,256.67,7.47,1
53.56,149.57,11.15,1
66.97,235.55,35.15,1
14.76,39.91,16.42,0
35.09,80.96,46.75,1
20.32,222.46,32.27,1
96.79,132.29,19.6,1
10.92,91.16,38.22,0
108.47,361.56,20.6,1
35.58,224.73,34.05,0
67.69,160.47,14.85,0
22.49,92.77,39.44,1
10.01,285.07,7.98,0
94.2,168.56,11.14,1
50.55,189.44,12.43,1
11.94,252.64,15.84,1
32.0,185.19,27.6,1
30.11,271.15,22.86,1
49.27,139.7,34.27,1
14.69,71.78,42.54,1
11.68,184.3,7.36,0
38.84,264.67,45.35,1
15.52,174.33,20.33,0
96.21,160.09,55.0,1
63.19,460.91,14.44,1
61.88,110.38,5.86,0
4.1,134.38,32.47,0
23.27,263.35,31.35,1
27.48,150.25,11.34,0
13.29,187.51,12.1,0
53.7,87.17,35.69,1
48.58,218.77,28.35,0
60.11,121.48,19.14,1
72.87,204.43,29.97,1
70.32,117.81,26.78,1
177.32,357.16,12.94,1
34.2,191.51,37.16,1
29.74,160.32,33.27,1
53.19,258.61,23.16,1
82.02,248.76,35.7,1
7.1,53.46,55.0,1
17.56,219.66,12.0,0
21.39,189.66,19.66,0
36.96,107.03,20.24,1
23.39,142.85,35.27,1
73.68,161.76,15.72,1
41.03,384.24,34.19,1
31.71,88.07,16.88,0
48.9,139.75,11.11,1
4.93,119.32,23.95,0
47.17,175.16,16.66,1
15.94,108.76,25.33,0
64.67,190.56,28.83,1
6.0,165.11,7.75,0
51.31,126.12,17.85,0
16.34,109.26,23.96,0
83.16,384.38,35.79,1
7.77,18.24,33.4,0
35.92,240.66,13.66,0
58.12,260.06,20.83,1
45.17,89.95,29.67,0
44.95,373.82,19.99,1
10.83,122.56,14.51,0
10.13,225.21,22.35,0
43.67,176.0,28.12,1
38.77,71.58,12.83,0
13.91,109.78,31.46,0
13.16,219.66,24.78,1
32.1,242.01,32.1,1
25.46,161.06,22.06,1
119.76,174.72,54.87,1
86.59,305.17,27.82,1
63.0,137.74,34.11,1
93.96,225.59,31.39,1
20.05,184.92,20.67,0
22.74,196.99,26.43,1
78.09,239.55,15.95,1
35.83,103.06,52.73,1
37.55,127.94,29.54,0
12.32,78.28,13.97,0
75.62,257.86,46.32,1
53.11,220.98,21.29,1
27.94,101.35,36.75,1
22.88,220.93,7.6,1
84.16,281.56,41.79,1
20.27,256.14,28.87,1
8.79,173.25,13.28,0
87.44,258.09,28.59,1
88.65,183.26,49.89,1
20.2,129.42,16.24,0
135.45,358.45,16.11,1
32.73,114.98,20.49,0
20.4,89.65,23.84,0
51.86,223.53,38.07,1
10.56,39.26,29.76,0
15.42,94.6,20.48,1
43.87,284.93,27.07,1
38.2,306.83,54.28,1
67.49,277.74,32.62,1
12.18,140.27,21.76,1
120.32,189.88,20.13,1
25.05,71.51,26.18,0
37.15,136.25,37.81,1
24.11,71.16,14.87,0
10.47,331.79,35.04,0
34.11,130.04,21.51,0
57.56,160.89,23.36,1
30.21,221.05,55.0,1
17.03,58.28,33.13,0
69.08,174.19,16.97,1
70.92,192.68,28.83,1
28.96,77.0,38.84,1
45.92,112.22,33.33,1
68.72,152.01,5.13,1
57.1,271.94,22.82,1
44.97,308.97,29.52,1
55.43,214.53,28.22,1
48.26,164.54,17.8,1
35.65,277.1,33.64,1
11.94,210.66,41.89,1
14.84,390.97,7.93,0
49.8,85.91,7.42,0
23.9,148.2,28.69,1
48.5,134.73,35.15,1
11.64,52.53,16.28,0
18.47,143.56,5.36,1
30.21,384.9,23.03,1
3.14,61.79,28.46,0
16.39,470.69,19.54,1
20.62,222.03,39.36,1
40.32,287.25,27.51,1
28.76,274.66,15.24,1
41.95,201.57,16.2,1
36.63,131.86,23.32,0
27.83,74.66,18.77,0
20.74,79.98,7.08,0
37.57,209.62,26.21,0
82.11,179.86,16.46,1
20.64,84.82,18.16,0
117.07,261.17,11.94,1
38.12,192.21,50.59,1
65.13,256.47,32.07,1
46.3,119.81,55.0,1
51.34,167.34,19.48,1
16.28,91.21,33.07,0
23.73,76.3,26.47,1
6.92,230.48,15.6,1
29.67,244.58,19.36,1
54.82,91.96,32.04,1
29.84,158.63,11.92,0
67.64,309.9,39.57,1
25.67,220.89,25.27,0
19.54,87.77,36.8,0
22.9,280.58,28.52,1
58.62,301.04,7.97,1
100.48,251.47,22.83,1
125.03,230.64,40.03,1
54.36,121.92,25.06,1
65.49,190.0,23.16,0
8.75,287.67,25.05,1
11.4,80.73,6.69,0
16.92,309.97,42.25,1
85.51,275.28,4.37,1
84.68,209.13,46.96,1
143.76,387.41,18.68,1
16.58,138.78,29.62,1
32.5,143.27,6.28,0
6.87,224.85,34.95,1
9.71,20.66,31.78,0
27.74,155.42,30.73,1
17.24,139.66,6.07,0
17.42,102.32,14.34,0
21.44,130.79,28.6,1
92.15,405.38,41.64,1
74.23,93.11,13.03,1
14.67,82.61,13.26,0
72.82,149.41,27.57,1
18.48,134.98,55.0,0
8.63,113.6,15.77,0
20.8,160.7,18.54,0
43.24,69.98,16.95,1
16.22,154.82,21.54,0
53.65,365.51,43.41,1
22.06,149.66,22.21,0
45.56,152.86,55.0,1
14.51,132.89,24.55,0
35.01,133.49,45.66,1
16.67,206.36,19.37,0
28.39,180.5,10.34,0
118.24,264.18,22.18,1
24.55,268.17,30.99,1
11.16,202.01,14.42,0
36.71,55.61,41.83,0
37.18,134.32,17.45,0
37.0,87.61,11.94,0
51.45,126.32,55.0,1
23.61,109.51,13.95,0
55.1,128.29,17.14,1
33.92,229.73,33.8,1
10.54,188.16,18.97,0
60.66,157.52,12.22,1
39.39,213.14,16.13,0
53.07,213.9,55.0,1
11.79,145.75,31.59,0
63.19,177.11,35.04,1
139.06,175.36,26.83,1
10.95,218.46,29.4,1
69.42,191.76,18.13,1
39.51,182.87,24.97,1
34.2,171.79,5.68,0
63.69,151.67,38.65,1
58.94,143.83,18.03,1
81.5,190.77,10.95,1
12.23,206.04,25.78,0
83.65,199.97,20.64,1
45.23,76.91,37.91,1
7.09,158.81,22.47,0
24.74,115.26,15.92,0
40.19,112.86,22.78,1
24.3,207.67,48.47,1
31.01,213.65,38.59,1
21.56,156.21,31.55,0
187.6,292.1,39.5,1
55.74,148.65,32.89,0
36.57,87.62,13.32,0
14.21,33.38,35.2,0
81.65,178.72,42.04,1
50.67,149.09,43.31,1
15.59,289.63,11.56,1
15.69,85.05,17.17,0
31.61,274.62,15.65,0
36.85,125.32,19.26,0
54.81,188.49,29.76,1
33.26,183.47,25.42,1
58.14,220.52,25.42,1
24.31,105.77,9.6,0
33.33,136.09,16.78,1
83.71,209.59,45.03,1
60.01,141.78,41.94,1
34.88,264.92,22.25,1
44.06,433.37,35.25,1
33.44,181.18,28.29,1
9.81,156.7,37.36,1
103.44,324.25,36.09,1
16.53,211.01,23.28,0
25.86,148.52,31.65,1
166.83,467.21,29.32,1
13.7,98.03,23.64,0
31.97,216.38,20.81,1
87.48,189.71,54.96,1
118.63,276.53,23.65,1
50.16,146.15,34.07,0
82.16,377.07,52.72,1
29.47,256.43,31.63,1
1.71,154.95,30.85,0
77.21,273.52,23.73,1
34.26,103.86,29.62,1
26.81,71.79,19.8,0
24.91,107.23,55.0,1
57.34,347.55,9.75,1
56.86,152.63,21.56,1
35.04,238.53,31.91,1
48.42,156.4,30.87,1
13.45,125.53,19.78,0
29.82,126.44,7.47,0
14.03,106.61,10.85,0
13.59,208.79,26.42,1
45.1,138.6,5.95,1
36.5,128.39,33.14,0
24.36,147.87,43.84,1
28.66,131.56,36.36,1
47.92,121.39,40.28,1
58.18,241.21,6.13,0
51.67,192.22,20.25,1
6.74,96.52,12.67,0
2.89,76.5,8.38,0
17.94,241.25,17.82,1
2.94,57.85,52.03,0
95.41,115.62,55.0,1
